tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia
CE,6438907367,Daniela González,01062006,44,40,44,53,0
CC,7198515070,Melissa González,05121958,8,75,8,45,0
CE,0503387284,Laura García,27031934,63,51,63,36,1
CC,6853729675,Luis González,19071981,94,26,94,51,1
TI,9409776763,Manuela Hernández,12031936,63,75,63,41,0
CC,9832264914,María Murillo,05081932,19,44,19,83,0
CE,8293330902,Marcela González,11101959,97,79,97,74,1
CC,0870447014,María Martínez,01031988,76,25,76,81,0
CC,2868662053,Ana Cifuentes,26031982,66,3,66,99,0
CE,8864192825,Miguel Cartagena,05011924,99,87,99,75,0
TI,2915371693,Daniela Perez,13021937,54,79,54,42,1
CE,6053530519,Miguel Hernández,03021959,63,98,63,78,0
TI,4541664506,Carlos Castaneda,04061931,8,50,8,16,0
TI,3957707231,Gabriela Rodríguez,13111999,50,62,50,43,0
TI,6061038257,María García,23121977,50,42,50,59,0
CE,3510381626,María López,01061916,23,1,23,67,0
TI,5409981768,Manuela Hernández,09031954,99,4,99,21,0
CE,3321798484,Gabriela Cartagena,22021965,15,90,15,93,1
CE,6773203151,Marcela Perez,26081950,17,32,17,87,1
CE,8049475674,Manuela García,27051982,50,43,50,30,1
CC,5410262055,Gabriela González,26091969,50,24,50,1,1
CE,1429647699,Carlos García,24051964,11,10,11,68,0
CE,0094979392,Miguel Cifuentes,02041984,50,65,50,44,0
TI,4829001338,Laura García,02081928,27,78,27,78,1
TI,4656077185,Carlos Murillo,22092000,41,90,41,75,1
CE,8238143376,Daniela Hurtado,17052003,41,67,41,29,0
CE,6909960292,Laura Hurtado,05031941,97,21,97,88,1
CE,7728823405,Miguel Cifuentes,02091938,81,91,81,3,1
TI,6736548683,María Cifuentes,09031940,11,86,11,44,1
CE,9852547907,Ana Cartagena,08071927,5,34,5,13,0
CC,8766334984,Luis Castaneda,14051930,97,25,97,60,0
TI,4201029289,Laura García,25081929,94,83,94,87,1
CE,9801590863,Manuela González,27041995,27,43,27,95,1
TI,7397578324,Carlos Rodríguez,02051980,23,1,23,65,1
CC,9918711563,David Martínez,15021997,88,38,88,11,1
TI,1340065106,Sofía Cartagena,28031924,97,58,97,47,1
CE,2966911830,Ana Murillo,25051925,63,31,63,91,0
CC,3435261958,Laura Martínez,24061990,20,88,20,55,0
TI,3596039520,Laura Hurtado,16121939,23,34,23,74,1
CC,7412250415,María Hernández,08031989,44,43,44,47,0
TI,1530125664,Gabriela Hurtado,04091971,99,20,99,81,1
CC,3637109472,Juan Martínez,07021983,54,86,54,79,1
CC,6348247940,Marcela Martínez,21041918,19,54,19,25,0
TI,1350529374,Daniela Hurtado,24091904,54,92,54,25,1
CE,2791913962,Sofía Cifuentes,17102002,54,75,54,94,0
CE,4540984409,Manuela Rodríguez,12071949,81,43,81,25,1
CC,2941742322,Sofía Cartagena,20061985,52,41,52,68,1
TI,3204939410,Luis Cartagena,22122002,15,44,15,77,1
CC,1883137426,Luis Castaneda,18072000,15,92,15,47,0
CC,7597760341,Laura Hernández,11121954,54,95,54,97,1
TI,9761110601,Carlos Murillo,04021985,85,6,85,44,0
CE,7701618269,Gabriela Perez,02111950,41,98,41,13,1
CC,1472257254,Manuela Castaneda,23031941,97,20,97,78,1
CE,5966589146,María López,18091981,23,81,23,60,0
TI,5959004617,Sofía García,16021966,66,42,66,19,0
CE,1652164077,Manuela Murillo,23121936,17,2,17,100,0
CE,1939520869,Melissa López,05061927,81,74,81,91,1
TI,9972408622,Manuela López,01021965,5,1,5,47,0
TI,9834197610,David Cartagena,20021936,86,74,86,77,1
CE,3972256729,Juan González,02021942,20,20,20,24,0
CE,2031842504,Daniela Hernández,26071949,81,95,81,67,0
CC,2483544680,Miguel López,13071928,66,98,66,29,0
CE,4540068431,Manuela Hernández,04081964,50,45,50,31,0
CC,9237277059,Juan Hurtado,20041929,27,92,27,99,0
CE,8136251940,Carlos López,02081936,86,38,86,83,1
TI,9481481303,David Martínez,07092001,76,32,76,1,1
CE,6085091088,David Castaneda,18051997,76,54,76,58,1
CE,4414657132,Miguel Hurtado,21121930,8,81,8,86,0
CC,7903814515,Sofía Cartagena,06052003,25,4,25,3,0
CE,2947212858,Miguel González,26072004,44,21,44,94,1
CE,0604790828,María Cartagena,19041987,99,91,99,11,0
CE,2266037048,Gabriela Castaneda,12072003,18,13,18,31,0
CE,7541627279,Laura Hernández,03021931,15,16,15,32,0
TI,4696337459,Marcela Hernández,22011940,86,65,86,22,0
CC,3377968571,Manuela Cifuentes,13071934,97,35,97,19,1
CE,5815369313,David Rodríguez,14031980,15,65,15,93,1
CE,0603508954,Manuela Murillo,01052004,86,62,86,77,1
CC,2091450760,Sofía Murillo,17071953,41,10,41,62,0
CC,3145223362,Juan Perez,25072004,88,20,88,44,0
TI,1202735593,María Castaneda,08021964,5,74,5,1,0
CE,8277675969,Laura Cifuentes,26091986,50,92,50,94,1
CE,8105482779,Melissa Martínez,16052009,44,94,44,92,0
CC,6509784229,Laura Hurtado,23031952,88,4,88,74,1
TI,2174732744,Melissa Perez,03061939,5,43,5,25,1
CE,0376648250,Sofía Castaneda,24021936,95,58,95,3,1
CE,8686786139,Melissa López,27101959,20,29,20,62,1
CE,1288721382,Laura Hernández,09101925,52,51,52,4,1
CC,6750601293,Marcela Cartagena,25081955,76,75,76,43,0
CC,7107563547,María Martínez,22071962,50,6,50,30,1
CC,5912836172,Laura González,01011994,44,83,44,20,1
CC,5339530358,Luis García,08091952,73,90,73,42,0
CC,5697535447,David Castaneda,22061980,52,81,52,94,0
CE,5419925662,Melissa Martínez,10011993,70,52,70,73,0
CC,7478207043,Ana Murillo,20051934,44,79,44,51,1
CC,1694507918,Carlos Martínez,19121986,68,47,68,44,0
CE,2933723073,David Hurtado,03061944,76,22,76,29,0
TI,0228376133,David García,12081963,5,83,5,34,1
TI,2413599258,Melissa González,25081975,20,45,20,94,0
CE,9339616722,Manuela Castaneda,24121978,47,90,47,1,1
TI,7306588282,Luis González,05081973,97,4,97,86,0
CC,1000707556,Melissa Hernández,20121968,13,45,13,43,0
CC,9379646015,María Hernández,26021925,19,86,19,94,0
CC,2359818958,David López,27052007,88,11,88,73,0
TI,7427643624,Miguel Murillo,01062007,63,99,63,90,1
CC,2454450224,Sofía García,27052000,5,77,5,38,1
TI,6247170246,Miguel Martínez,18121953,8,74,8,54,1
TI,1233260582,Juan Perez,13011934,15,68,15,92,0
CE,3195023561,Juan Murillo,16062005,41,15,41,30,1
CE,6021880661,Manuela Murillo,27071941,95,47,95,68,0
TI,1464754283,David Castaneda,07011995,11,51,11,55,0
CE,7622085530,Laura Hernández,13061969,88,75,88,77,0
TI,2764960320,María López,08011997,17,62,17,42,1
CE,5937020613,Sofía Martínez,04081982,85,65,85,55,0
TI,3482650712,Marcela Murillo,14101951,8,60,8,79,1
TI,8013050129,Sofía Murillo,07091944,88,83,88,42,0
CE,2466829172,Ana González,22061954,11,94,11,10,0
TI,8091414777,Manuela Murillo,05041963,81,83,81,58,1
TI,5880471100,Carlos López,14081928,54,15,54,21,0
CC,9822935719,María Murillo,03101951,5,79,5,30,0
CC,2318774101,Manuela Hernández,26061975,44,25,44,10,1
CC,1279209109,Ana Murillo,02101973,5,60,5,45,1
TI,6775492869,Miguel González,11122019,88,4,88,44,0
TI,0552519419,Marcela Rodríguez,16021967,11,99,11,91,0
CC,7555102470,Daniela López,20081959,95,43,95,88,1
CC,3969844441,Miguel Perez,05061931,13,10,13,25,1
CC,6049251575,Marcela Hurtado,11101984,95,62,95,41,0
CC,1501526723,Daniela García,25072001,13,58,13,29,0
CE,2279665777,Marcela García,22111937,66,81,66,10,1
CC,5120986942,María Martínez,09111964,15,92,15,95,1
CE,7587242516,Daniela García,22051922,76,90,76,16,0
CC,6211649101,Laura Hernández,15091916,25,99,25,26,0
CC,8189747453,Manuela Cartagena,08021976,88,78,88,2,0
CC,9528261474,Daniela Hurtado,27011978,15,36,15,88,1
CC,1067984397,Ana López,09071976,5,41,5,98,0
CE,5433063070,Juan González,27031986,47,4,47,99,1
CE,5627102937,Sofía García,10101924,91,83,91,36,0
CC,0231356288,Carlos Castaneda,15091952,88,43,88,19,1
CE,5297743428,Manuela Murillo,24021938,73,91,73,31,0
CE,1599742732,Gabriela González,19041967,25,40,25,51,1
TI,2503491204,Laura Hernández,10121926,97,91,97,77,0
TI,2616178170,Laura Cartagena,06051950,97,16,97,83,1
CC,2834446935,Marcela Cifuentes,06041936,44,59,44,2,1
CE,2020826500,Melissa González,11092000,20,77,20,99,1
CC,1396990777,Manuela Castaneda,22061951,11,67,11,16,1
CC,0281898833,María Cifuentes,26031954,25,40,25,36,0
CE,0799988081,Ana Murillo,02111988,15,2,15,31,0
TI,4579746865,Miguel Perez,04111979,44,52,44,97,0
TI,6702475524,Gabriela Cifuentes,16041970,66,30,66,44,1
TI,2660311946,Miguel Martínez,25081939,47,21,47,11,0
TI,8665799242,Sofía García,03091958,20,19,20,16,1
TI,0851388496,Gabriela Martínez,04091947,19,90,19,30,1
CE,7339634552,Miguel Rodríguez,25031997,17,24,17,65,0
CE,0170692510,Melissa Castaneda,15101975,13,83,13,43,0
CC,9001305201,Marcela Martínez,24061981,27,99,27,51,1
TI,0758587236,Juan Perez,16121968,95,47,95,26,1
CC,4450289113,Luis Hurtado,17051969,94,4,94,44,0
CE,7431636285,Daniela González,12061982,52,19,52,30,1
CE,3402364403,Marcela Murillo,16102003,17,100,17,65,1
TI,7926314618,Marcela Cartagena,12041922,95,59,95,88,0
CE,7929307679,Melissa López,09021986,15,92,15,6,1
TI,1067222317,Sofía García,15071984,97,98,97,26,0
TI,0131274403,Miguel Castaneda,15041998,41,74,41,60,0
CC,0839040147,Ana López,22121952,5,44,5,67,1
CE,4666994752,Carlos González,18091992,73,38,73,100,1
CE,6308430977,Marcela Cifuentes,23111941,70,77,70,58,0
TI,5460094041,Carlos Hurtado,28081937,54,68,54,51,0
CC,7731048912,Ana Castaneda,02111933,20,30,20,3,1
CE,8409032458,Melissa García,05092005,99,94,99,26,1
TI,2254616567,María Martínez,22061942,88,58,88,78,0
CE,3591130238,María López,24101996,70,32,70,98,1
CE,8831103797,Gabriela Castaneda,25031953,8,79,8,73,1
CC,8956584279,Carlos Hernández,01032007,70,32,70,87,1
CE,1623987489,Luis Hernández,01072009,95,43,95,29,1
CC,6544237678,Ana Hurtado,17101939,91,36,91,45,1
CC,2473983869,Melissa Perez,05081931,86,45,86,6,1
CC,9451870119,Luis Hernández,03111927,52,6,52,38,0
CC,5678637417,Luis Cartagena,24101932,11,35,11,86,0
CC,0033847780,Marcela Murillo,24121982,52,65,52,10,0
CC,8801793017,Carlos Hurtado,22081980,97,20,97,32,1
TI,3102240585,Daniela González,23082000,19,16,19,42,1
CE,3478675752,Melissa Castaneda,08021947,18,4,18,45,0
CE,3742172743,María Murillo,22091934,85,31,85,83,1
TI,0765867667,Daniela Cartagena,21051927,19,11,19,94,0
TI,8347911678,Miguel Castaneda,21121931,25,95,25,67,1
CC,5341027716,Laura Cifuentes,10071935,68,92,68,92,0
CE,7191714852,Daniela Hurtado,21091948,95,68,95,15,1
TI,6646405844,Daniela Perez,25121976,70,25,70,92,0
TI,5514650682,Gabriela Castaneda,15012008,66,58,66,52,0
CC,5810528922,Melissa López,09041962,99,3,99,68,0
CE,0430603464,Luis López,26101983,91,98,91,43,1
CC,5780590495,David Cartagena,18081994,23,81,23,47,1
CE,1981120690,David Hernández,21051973,66,98,66,11,0
CC,5109109156,Daniela Perez,20011933,97,25,97,26,0
TI,5604619705,Melissa González,08111995,27,6,27,21,1
CC,7630413904,Manuela Rodríguez,03052004,17,88,17,100,1
CC,0586586550,Miguel Castaneda,06081990,68,67,68,50,1
CC,7767657852,María Hernández,20111941,86,58,86,38,1
TI,4284759341,Daniela Rodríguez,03102005,63,91,63,55,1
CE,0603591455,Marcela Perez,07121930,85,19,85,6,0
TI,0420148639,Sofía López,21092001,54,52,54,40,0
CC,2777705041,Miguel Hurtado,06061927,54,65,54,35,1
TI,5476373787,Gabriela Hurtado,14021982,47,92,47,95,1
CC,7112827622,María Castaneda,17062002,66,21,66,95,0
TI,1271975117,Ana Martínez,19101940,54,40,54,6,1
CC,9990673459,Gabriela Castaneda,25072008,66,11,66,55,1
CE,6667081933,Laura Cifuentes,20121953,41,26,41,77,1
CE,4136481353,Marcela Murillo,25082005,88,53,88,90,1
TI,2890435644,Laura Cifuentes,21061930,97,73,97,100,1
CE,2135453286,Daniela Murillo,22052001,63,38,63,81,0
TI,5567533289,Sofía Rodríguez,17011949,20,43,20,44,1
CC,3433995510,Marcela Rodríguez,07091932,44,83,44,98,1
CE,7650603297,Melissa Cartagena,27021986,97,36,97,79,0
CE,1220423129,Daniela Hernández,25071993,52,88,52,81,1
CC,5469725142,Miguel Perez,27121954,18,38,18,58,0
CE,5097468327,Gabriela Rodríguez,18071951,13,6,13,25,0
CC,5468472645,Carlos Hurtado,04051944,50,97,50,67,0
TI,0651966621,Daniela Murillo,18061951,23,74,23,29,1
CC,2952093697,Marcela Perez,22081967,91,3,91,52,0
TI,6939658023,Daniela Martínez,02101970,18,100,18,79,1
CC,3679909474,Manuela Cifuentes,07101962,41,81,41,91,1
TI,3046564402,Carlos Murillo,02121994,91,38,91,20,1
TI,3738714686,Juan González,10081950,11,65,11,91,1
TI,4158817232,Daniela Murillo,26041947,63,78,63,54,0
CE,9944606959,Sofía García,24121989,76,34,76,26,1
CE,3760596784,Melissa González,15091929,97,100,97,35,1
CC,6155878969,Sofía Perez,16061966,47,47,47,67,1
CC,5585482643,Carlos Cartagena,24011932,17,32,17,30,0
CC,5792977186,Melissa García,24071976,54,2,54,2,0
CC,8396059707,Luis Cifuentes,08011982,19,44,19,36,0
TI,5134102646,Melissa García,11081928,20,20,20,93,0
CE,4541346326,María Murillo,01041933,19,65,19,43,1
CC,4418804668,Sofía García,25021941,70,41,70,25,0
CE,0298608860,Juan González,20041963,63,36,63,35,1
TI,4641090890,Luis Hurtado,12031977,81,90,81,59,0
TI,1913085169,Sofía García,16111955,8,79,8,41,0
CE,4504015521,Marcela Martínez,10031986,50,78,50,1,0
CC,2739422038,David Cifuentes,23072000,85,32,85,92,0
TI,7746755798,David García,03101972,91,97,91,88,0
CE,7405575106,Sofía Perez,22071967,99,94,99,93,1
TI,4068451497,Marcela Martínez,26041940,44,68,44,98,1
CE,0999723377,Laura García,01031992,99,55,99,54,1
CC,4191774179,María Cifuentes,22082008,50,43,50,2,0
TI,6182839159,Daniela Murillo,01111948,99,77,99,53,0
CC,6022151444,Miguel Cartagena,27121949,41,30,41,91,1
CC,2907977860,Gabriela Murillo,15021986,19,60,19,81,1
TI,9600163808,María Martínez,27011993,95,68,95,87,1
CC,9122181146,David Cartagena,10111994,25,3,25,43,1
CE,2193184510,Luis Hernández,24101990,25,35,25,6,1
TI,6670612789,Laura López,12041924,11,74,11,41,0
CE,4561178653,Gabriela Cartagena,13081945,19,30,19,44,1
CC,9769056062,Ana Hurtado,26022002,20,24,20,54,0
TI,1914299820,Sofía García,05061973,17,22,17,6,1
TI,8501700297,Juan Hernández,09111990,19,81,19,86,0
CE,5341949328,Luis López,17061964,70,30,70,2,1
TI,5028102221,Luis Murillo,25051985,94,87,94,86,1
CC,3716104070,Marcela Castaneda,09091974,18,21,18,34,1
CC,6670192896,Daniela Murillo,16081950,86,35,86,81,0
CC,7627883603,Sofía Rodríguez,06061981,20,77,20,25,1
CE,8044084130,Ana Hurtado,12091924,5,42,5,20,1
TI,6571648635,Marcela González,25011935,8,38,8,55,0
TI,5389087980,María Hurtado,12081997,54,74,54,36,0
CE,1107961719,Sofía Murillo,15061948,85,15,85,81,1
CC,7316095941,Laura Perez,14041980,97,91,97,44,0
CC,6092198348,Manuela Hurtado,23081944,8,13,8,60,0
TI,0433391333,Luis Castaneda,08111988,99,24,99,83,0
TI,4609505258,María Castaneda,21011931,17,79,17,93,1
CE,3353735590,Juan Rodríguez,06101930,25,4,25,58,1
TI,0014274546,Miguel Rodríguez,02072001,70,53,70,91,1
CE,2541108541,Melissa Hurtado,12051993,19,88,19,13,1
TI,2306189597,Marcela Murillo,20122008,25,74,25,1,1
TI,4437295401,Juan Cartagena,28081935,68,93,68,6,0
CE,9907668247,Laura Hernández,21101926,50,91,50,55,1
TI,9790437005,Manuela Castaneda,25041971,11,36,11,77,1
TI,2183167323,Miguel Martínez,16121983,47,59,47,92,1
TI,5359685196,Miguel Hernández,20022001,15,92,15,67,1
CE,8552179018,Miguel García,11071986,41,30,41,22,1
CE,7011570504,Juan Cartagena,24041938,19,45,19,79,0
CC,0963298244,Ana Cartagena,20081969,44,29,44,75,0
TI,3079524767,Luis López,28071996,95,97,95,3,1
TI,5685828855,Ana Hernández,16011985,15,34,15,11,1
CC,3534502018,Laura Perez,03081952,8,92,8,77,0
TI,7612115681,Gabriela López,20041965,5,95,5,55,0
CC,0470220105,Marcela Murillo,23061900,19,26,19,13,1
CE,2325089114,Sofía Hernández,04122008,20,35,20,36,1
CC,9362803045,Ana García,01011936,20,4,20,4,1
TI,4185209607,Luis López,13061936,8,52,8,52,0
CC,4907308847,Gabriela Martínez,23101952,54,15,54,65,1
TI,5711070913,David López,02051916,8,22,8,22,0
CC,6165349947,Juan Cifuentes,16091960,52,54,52,54,1
CE,9809912070,Sofía López,03031951,95,86,95,34,1
CE,7800755859,Carlos López,10091947,8,86,8,22,1
CC,0994006805,Melissa García,06011974,50,74,50,2,0
CE,9879374060,Ana Hurtado,07111988,50,53,50,19,0
CC,4788067336,Daniela Cifuentes,04031997,17,79,17,50,0
CC,0640445996,Marcela Hernández,03122007,97,52,97,77,1
CC,7873349619,María García,14121952,17,73,17,51,1
CC,8663338748,Carlos Perez,14071961,11,35,11,13,1
CE,6058028332,Ana Cifuentes,02031995,70,19,70,4,1
CC,4471892418,Carlos González,06111942,88,44,88,10,0
CC,5026977728,Melissa Murillo,23031956,25,20,25,59,0
TI,2562562069,Ana García,23021940,11,92,11,10,0
TI,9821110770,Laura Murillo,07121982,88,100,88,75,1
TI,2253417894,Luis Cifuentes,08011962,95,22,95,31,0
TI,4683977258,Sofía García,12071981,11,59,11,32,0
CC,0772783949,María Martínez,25021946,18,79,18,74,0
CE,5779296768,Melissa Hurtado,03071993,27,34,27,68,0
TI,7669159018,Melissa González,14121952,20,10,20,50,0
CE,2993229571,Ana Martínez,15062001,18,16,18,51,0
CC,6083416640,Laura Cartagena,22101989,13,75,13,1,0
TI,3612016877,Laura López,02101983,44,74,44,44,1
CC,9133152761,Sofía Hurtado,08021945,91,2,91,38,0
CC,3515029215,Sofía Castaneda,11061966,88,92,88,34,0
TI,1720649703,Ana Castaneda,18011942,23,97,23,75,1
CE,1483064031,Miguel Hernández,09041985,27,78,27,41,0
CC,0281885273,Melissa Rodríguez,13061924,19,31,19,15,1
CC,4729834075,Luis González,07051935,44,83,44,58,0
CC,6910592087,Laura Murillo,15071983,85,55,85,78,1
TI,8175723228,María Murillo,21031945,63,92,63,45,0
CC,7878616713,Manuela García,03051945,18,68,18,65,0
TI,6475713416,Juan Hurtado,07101959,20,41,20,65,0
CE,1542592607,Miguel Cartagena,03041997,88,42,88,15,0
CC,7771427355,Laura González,08021982,41,97,41,45,0
TI,4940958771,Laura García,23121926,68,45,68,44,1
CE,3943548049,Gabriela Perez,20052008,85,41,85,47,1
CC,4078669574,Luis Castaneda,10042007,5,100,5,41,0
CE,6137084500,Marcela López,28041991,19,15,19,78,1
CC,6095150043,Ana Martínez,06081957,94,21,94,51,0
CC,9161262407,Laura Hurtado,03051939,23,40,23,91,0
CE,9864866981,Ana Hernández,05011942,81,98,81,13,1
CC,0096384801,David García,05031971,8,21,8,87,0
CE,5589630164,Ana Cifuentes,12081954,23,41,23,6,1
TI,8354378883,David Rodríguez,15041927,66,53,66,62,1
CC,2158892841,Gabriela Martínez,23031931,5,35,5,53,0
TI,1709782954,Daniela López,01011938,17,11,17,38,1
CC,2783328211,Melissa García,24011934,19,53,19,26,0
TI,2606551521,Luis González,13091942,91,53,91,35,0
CC,0363480906,Ana Hernández,11101969,73,50,73,31,1
TI,9964312458,Miguel Hernández,01091939,91,44,91,43,1
CE,4819204761,Sofía López,26111956,41,73,41,88,1
TI,0375966756,Carlos García,28021993,76,4,76,38,1
CC,9089405611,Daniela Cifuentes,25071940,11,1,11,20,0
CC,5655902343,Manuela García,10011938,18,36,18,4,1
TI,3622234618,Gabriela Perez,11091980,20,10,20,15,1
CE,2742424118,Melissa Murillo,17061987,20,86,20,11,0
TI,6780214513,Carlos Rodríguez,03092005,50,20,50,20,1
CC,9339528780,Ana Murillo,19041958,44,41,44,68,1
TI,2453844746,Luis Castaneda,17092015,52,91,52,29,1
TI,6914824688,Gabriela González,04011926,94,68,94,58,1
CC,4424375140,Marcela Hernández,23081925,27,45,27,36,1
CC,3188508541,Ana Martínez,11111966,81,59,81,78,1
CE,1851496179,Miguel Martínez,05121927,8,31,8,88,1
CE,4381154885,Carlos Martínez,24111934,25,94,25,22,1
CE,2695411874,Daniela Hurtado,22102003,94,68,94,10,1
TI,1041248813,Melissa González,14071972,44,54,44,79,0
CC,1041805627,Carlos García,11041925,54,78,54,41,1
CE,0048425706,Carlos Rodríguez,05031967,41,94,41,25,1
CE,8328857030,Miguel Rodríguez,27061985,97,13,97,21,1
TI,0576859218,Carlos Rodríguez,03041969,86,38,86,60,1
TI,1836068968,Miguel Castaneda,21031940,97,35,97,67,0
CE,6796082377,Gabriela Cifuentes,20061983,63,20,63,34,1
CE,4597251687,Melissa Cartagena,27021936,15,10,15,78,1
CC,0129865074,David Hurtado,22011928,88,40,88,92,1
CC,2131580397,Melissa García,14022003,70,90,70,16,0
TI,6615228004,Ana Hernández,13071977,70,100,70,59,1
CE,3920971649,Ana García,13041958,70,78,70,25,0
CC,5660702105,Miguel López,04112004,99,2,99,36,1
TI,3319555626,Sofía García,19081921,76,91,76,55,0
CC,2106025290,David Cifuentes,04111999,52,50,52,45,1
TI,3252699903,Luis López,22101956,54,88,54,35,0
CE,3064473628,Luis Murillo,03061960,8,40,8,20,1
CE,7951361403,Ana López,20021926,44,26,44,68,0
TI,5256012583,Melissa Perez,08041987,76,58,76,95,1
TI,6256444672,Laura Hernández,27121977,8,90,8,98,0
CC,3590671360,Juan Martínez,18031960,41,86,41,26,1
CE,8384995178,María Cartagena,18091925,76,25,76,22,1
CC,6572874747,Manuela García,26111951,47,45,47,74,0
TI,8476713666,Gabriela López,20011998,11,35,11,88,0
CC,7135692458,Manuela Perez,13011950,50,60,50,88,0
CC,1043859539,Laura Murillo,03091991,94,86,94,78,0
TI,7108224755,Manuela Cartagena,17021933,97,15,97,94,1
CE,6585890705,Laura García,01111946,76,97,76,3,0
CE,5083538133,Laura Cifuentes,01091946,54,26,54,86,0
CC,7524311318,Gabriela Murillo,04091983,13,54,13,1,0
CC,1728675996,Gabriela Murillo,08061959,18,54,18,16,0
TI,3732470396,Luis González,03011960,54,83,54,52,1
CC,0845506222,Juan Murillo,22092009,76,41,76,51,0
CC,0647157684,María Murillo,09011935,81,54,81,25,1
CC,6484073470,Carlos Cifuentes,02111963,50,86,50,53,1
CE,3270290175,María Perez,16021927,11,81,11,100,0
CC,2850680184,María Perez,25011939,8,62,8,25,0
TI,9125221542,Daniela González,13031996,23,25,23,99,0
CE,5490274398,Sofía Cifuentes,17101983,15,13,15,50,0
CC,8763894855,David Perez,19091970,15,40,15,40,1
TI,1398239705,María Perez,12041990,52,81,52,74,0
CE,6175202348,Marcela Martínez,13041969,25,98,25,36,0
CC,1814478816,Juan Martínez,14042006,99,83,99,30,0
CC,1189522322,Gabriela Hernández,23111956,66,10,66,25,1
TI,4903148939,Daniela Cifuentes,08102006,13,81,13,79,0
CC,0550850031,Melissa Hernández,12021960,91,24,91,45,1
TI,6328454619,Manuela Hurtado,21052004,27,32,27,32,0
TI,5774369711,Sofía Castaneda,03082002,20,16,20,91,0
CE,2560017695,Laura Murillo,13122013,13,81,13,97,0
CC,9064076541,Luis Hurtado,05081963,41,65,41,75,1
CC,7755054864,David Martínez,15061982,94,47,94,74,1
CC,5999523900,Laura Cifuentes,01071974,97,86,97,98,1
CE,9288843009,Sofía García,11061924,86,79,86,88,1
TI,1346153433,Daniela Hurtado,01051944,52,98,52,13,1
TI,1245073775,Manuela García,04111968,88,60,88,94,0
TI,3600064074,María Hernández,13071963,18,45,18,44,0
CE,5355682377,Juan Martínez,12121970,81,75,81,29,0
CC,5372209692,Sofía Murillo,20061993,76,65,76,95,0
CE,9802555363,Luis López,16111987,41,77,41,58,0
CE,7298197645,Marcela Rodríguez,21121967,18,92,18,62,0
TI,1128070474,Juan Cifuentes,26112002,23,79,23,35,0
TI,4117939888,Miguel Perez,19051944,18,98,18,58,1
CE,8975534703,Sofía Hernández,24031926,66,62,66,45,0
CE,6333853024,María Cartagena,26021935,19,65,19,19,1
TI,7484931979,Sofía Perez,14041985,54,65,54,10,0
CC,2927118987,Juan Hernández,09041928,18,2,18,35,0
CC,6578751089,Sofía Murillo,11031962,23,40,23,44,1
TI,5092170210,Manuela Castaneda,23031998,8,40,8,45,1
TI,4693610661,Marcela Martínez,06061955,13,97,13,94,1
CE,0186420936,Sofía Murillo,19051939,73,90,73,52,0
TI,0797637146,Laura Castaneda,09042007,5,73,5,16,0
TI,7156395785,Juan García,18071935,76,83,76,35,0
TI,5060922530,Manuela Hurtado,03101925,68,60,68,99,0
CC,2809663010,Gabriela Hurtado,17111979,18,35,18,38,1
CC,1357419552,Sofía Castaneda,18081994,63,20,63,91,0
CE,4036861313,Juan Martínez,28092003,8,79,8,62,0
CE,8714875011,Ana Martínez,14111903,27,100,27,97,1
CE,4527588926,Carlos Hernández,08071976,47,75,47,79,0
CC,1095926335,Marcela García,23021940,23,10,23,34,0
CE,6131691948,María González,14061949,94,26,94,59,1
CE,9289774821,Carlos Cifuentes,27081962,47,19,47,88,0
CC,4671352684,Sofía Martínez,20101974,54,93,54,43,0
CE,1394447281,Miguel Hernández,10041939,91,21,91,98,1
TI,4138077271,Luis López,17082000,97,53,97,92,0
TI,7800907254,Miguel García,01021945,81,26,81,42,0
CC,5297859619,Marcela Martínez,20041976,63,19,63,31,0
TI,8637139042,Ana Martínez,13111925,44,31,44,43,0
CC,6365101044,Sofía Hurtado,24021929,88,78,88,22,1
CC,2147264494,Manuela González,28121993,76,86,76,73,1
CC,7999807392,María Hurtado,17031947,88,83,88,50,1
TI,4995410737,Daniela Perez,04011989,81,2,81,83,1
CE,7239082125,María Cartagena,17021970,86,24,86,88,0
TI,0080269644,Melissa García,08111963,25,74,25,4,0
CC,5897863489,Ana Rodríguez,14072003,52,58,52,35,1
CC,8863458520,Laura Hurtado,11081947,19,36,19,11,1
CE,2558465217,Manuela García,25011994,95,36,95,52,1
CE,7082350689,Miguel Hurtado,13011948,18,4,18,54,1
CC,2322659200,Melissa Castaneda,17101992,47,30,47,78,1
TI,8631464864,Ana Perez,28081976,50,13,50,83,1
TI,8441665271,David García,03091959,5,44,5,65,1
TI,1281797337,María García,22081972,91,79,91,83,1
CC,5051076099,Ana Cifuentes,20091988,19,99,19,6,1
TI,5965416242,María Perez,09031924,94,47,94,43,0
CE,3091003768,María Hurtado,12081971,50,22,50,78,1
CC,0386185128,David Hernández,19031963,15,40,15,1,0
TI,6052651607,Laura Hernández,09022009,11,42,11,22,1
TI,7078211667,Sofía Cifuentes,21121975,13,32,13,26,1
CE,5671074715,Luis Murillo,03061945,73,94,73,86,1
CE,9678325273,Carlos Cifuentes,19121975,25,44,25,36,1
CE,6418779589,Laura Murillo,07101940,11,43,11,31,1
CE,1237792528,Ana Castaneda,07081987,91,99,91,13,1
