tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia
CC,1312269295,Gabriela Hernández,22091926,50,36,50,11,0
CC,6253456158,Gabriela Cartagena,19041983,25,68,25,35,0
CC,7158007562,Ana Perez,11011980,8,87,8,51,1
CE,1278439642,Gabriela Rodríguez,24022002,18,29,18,35,1
CC,3565233483,Marcela González,28011998,81,13,81,1,1
TI,3514320213,Miguel Hurtado,25091944,52,60,52,88,1
TI,7510306051,Marcela Castaneda,25101977,54,31,54,90,0
CC,6263017568,Sofía Cartagena,26021978,50,95,50,22,0
TI,2096245409,Carlos Cifuentes,01041985,63,45,63,93,1
TI,6011222767,Laura Castaneda,10081974,11,78,11,99,0
CC,3786215952,Miguel Murillo,08041938,5,22,5,75,0
CE,9177770856,David Martínez,12081956,25,55,25,54,0
CC,4449431262,Marcela Cartagena,14061953,88,81,88,25,0
CC,0245927840,Gabriela Cartagena,11081973,76,87,76,29,1
CE,5695342260,Gabriela Martínez,03072003,5,88,5,97,0
CC,2280301713,Manuela López,09081998,54,83,54,68,0
TI,6790727732,Juan Cartagena,12101934,23,98,23,60,1
CC,4336426928,Carlos Castaneda,14061952,19,19,19,74,0
CE,5051636572,David Martínez,25041958,41,1,41,94,1
TI,3772169515,Melissa García,21031951,54,86,54,79,0
CC,0015106730,Gabriela Castaneda,26041996,41,83,41,22,1
CC,9867908125,Juan López,21121955,54,43,54,40,0
TI,1839333555,Sofía López,20081937,5,20,5,62,0
CE,5867891624,Carlos Murillo,12011967,85,11,85,22,1
CE,7516954570,Manuela González,26041992,52,52,52,2,0
CC,4416728528,Manuela Martínez,05121964,63,87,63,51,0
CC,1364365495,Marcela Hurtado,06041970,52,36,52,92,1
CE,4921227483,David Cifuentes,17041976,15,53,15,43,1
CE,1794709196,Luis López,10021939,44,16,44,90,1
TI,7019886899,Carlos Castaneda,05081974,5,20,5,47,0
CE,5959888564,Sofía Perez,01041984,97,86,97,30,0
TI,3513397487,Daniela Cifuentes,15101921,27,88,27,90,1
CE,7453780513,Manuela Rodríguez,21081953,18,45,18,62,0
TI,8755769331,María Castaneda,20042000,8,43,8,38,0
CC,6683130526,Luis García,28041964,97,10,97,53,0
CC,0286564931,Ana Rodríguez,08051938,23,67,23,34,1
TI,5558274153,Carlos Murillo,20111956,44,19,44,41,0
CC,6118948813,Gabriela Cifuentes,23071957,19,47,19,41,0
CC,8856282871,Manuela García,23091927,94,98,94,3,1
CC,2930816560,Miguel Perez,12061974,25,42,25,68,0
CC,4812610655,David Cifuentes,03031990,91,59,91,26,1
CC,7244680773,Luis Perez,04121945,5,60,5,22,1
TI,5531218265,Manuela Cifuentes,03112005,68,91,68,31,0
CC,9355809412,Daniela Rodríguez,28091976,85,42,85,50,1
CC,7704224573,Carlos López,11041998,50,65,50,55,1
CC,7655542775,María García,03021948,47,10,47,42,0
CE,5841051441,David Cifuentes,22051925,68,3,68,31,0
CC,6471965814,Manuela Hernández,01111987,11,55,11,67,0
TI,4499631450,Melissa Castaneda,25051998,13,93,13,22,1
CC,0151587479,Gabriela Cartagena,14091959,94,3,94,93,0
CC,4730832432,David Perez,19071951,17,98,17,99,0
CC,6247555018,Manuela Rodríguez,03032001,73,11,73,65,0
TI,9480499788,María Hurtado,18041954,76,32,76,30,0
CE,2243127571,Sofía Rodríguez,11091970,85,15,85,87,1
TI,7159424270,Carlos Perez,02111982,20,36,20,59,0
CC,3739198950,Miguel Cartagena,07101954,8,11,8,13,0
CE,6764761979,Luis Murillo,11121991,50,19,50,11,1
CE,9182425631,Luis Perez,09021968,95,65,95,55,0
CE,2761014612,Juan Hurtado,23111988,27,16,27,81,1
TI,2645580029,Ana Rodríguez,07121940,66,98,66,86,1
TI,8392085779,María García,01101959,70,92,70,13,1
CC,0487206144,Melissa Martínez,28061976,18,13,18,75,0
TI,3789222368,Gabriela Martínez,27121982,70,4,70,74,1
CE,2944763553,Marcela Cartagena,24031950,97,98,97,50,1
TI,0469646154,Laura Hernández,01091943,86,53,86,35,1
TI,6305709698,Juan Martínez,27081996,8,21,8,50,1
CE,1083366890,Laura Martínez,18041932,44,10,44,10,1
CE,6462085935,Ana Castaneda,15101999,73,67,73,88,1
CC,0826192485,David Rodríguez,16071931,25,59,25,92,1
TI,5760137323,Ana Cifuentes,10031954,86,88,86,68,0
TI,0905983460,Melissa García,22061983,66,95,66,81,0
CC,9799995610,Manuela Murillo,23091946,19,60,19,52,1
CE,5558785759,Daniela Rodríguez,23121930,70,35,70,44,1
TI,5591672989,Sofía Martínez,04022006,81,50,81,38,1
TI,3163277226,David Martínez,01031900,15,4,15,30,0
CC,2777597452,Carlos Martínez,08101940,97,44,97,45,0
CE,8961585491,Laura Cartagena,11071975,86,13,86,25,0
TI,3623708722,Juan Rodríguez,16081997,99,68,99,25,1
TI,1646243625,Carlos Cartagena,16011980,11,34,11,94,1
CC,7503929034,Juan Rodríguez,16021928,50,77,50,50,1
TI,4441565284,Manuela Rodríguez,19061981,11,13,11,51,0
CE,3514912394,Luis Cifuentes,18032008,5,65,5,31,1
TI,7268387166,Luis Murillo,17071978,97,44,97,51,1
CE,9232678409,María Murillo,26061942,50,32,50,95,0
TI,7038008498,Luis Murillo,22071947,52,16,52,32,1
CE,3071585986,Daniela Martínez,02012002,17,94,17,13,1
CE,6846751615,Juan Cartagena,27081980,81,42,81,44,1
TI,8933408812,Carlos Cartagena,02041974,54,87,54,65,1
CE,8011593565,Sofía Hurtado,18031996,23,24,23,65,0
CE,9888824828,Melissa Hernández,05031991,70,16,70,88,1
TI,6557952663,Juan Rodríguez,04051950,5,83,5,73,0
CC,3391889276,Laura López,27082005,52,2,52,75,1
TI,5631490049,Sofía Castaneda,16011958,81,22,81,3,0
CE,2267062873,Juan Cifuentes,02042001,18,99,18,51,0
TI,7478843363,Miguel Hernández,18101989,91,55,91,32,0
CC,2014505173,Sofía López,18051944,27,20,27,79,0
TI,5922715115,Miguel Perez,04031978,19,25,19,40,1
TI,7566605414,Luis Perez,13052007,91,79,91,94,1
CE,1545464727,Manuela Murillo,15011949,52,30,52,21,1
TI,7721680382,David Castaneda,24061983,13,62,13,55,0
CE,6601878406,Marcela Castaneda,06011930,76,36,76,35,1
CC,9486461915,Sofía Castaneda,27061990,94,91,94,68,0
CC,5151358258,Luis Murillo,07071951,23,65,23,98,1
TI,7894431796,David Hurtado,15071972,63,2,63,42,0
CE,4901454596,Miguel González,18111982,23,4,23,35,0
TI,2988916642,Marcela Martínez,01081942,19,53,19,93,1
CC,7168843102,María Hernández,10091990,17,50,17,1,0
CC,0866780014,David Perez,16051949,47,65,47,26,1
CE,5650925736,Laura Cifuentes,25051986,54,24,54,67,1
TI,6466871574,Melissa García,25121986,50,2,50,36,0
CE,5740700877,María Cifuentes,26122001,54,36,54,95,1
CC,8386829633,Carlos Murillo,07121949,54,94,54,21,0
CC,7380547248,María Cifuentes,26112002,94,50,94,19,0
TI,5603202814,Ana García,07101930,95,78,95,24,1
CC,9437667058,Luis González,07091961,25,55,25,19,1
CE,7407263966,María Cartagena,21121981,41,25,41,86,0
CE,5641531951,Marcela Rodríguez,02071927,86,41,86,59,0
CC,5121305364,Daniela Hernández,12091965,13,53,13,81,1
CC,6094657519,Manuela Cifuentes,01061967,99,31,99,83,0
CE,8864075440,Carlos López,09112019,63,98,63,79,1
CC,9384928518,Sofía Hurtado,10091965,86,1,86,41,0
CE,7945757561,Carlos García,10011958,8,92,8,54,1
CC,4656539139,Manuela López,02072007,27,74,27,68,1
CC,4144251752,Sofía Castaneda,08031969,54,86,54,30,0
CC,8690704623,Miguel Murillo,17061948,15,77,15,54,1
CC,4494340659,Daniela Cifuentes,21021973,44,44,44,4,0
TI,6413260064,Juan López,04081933,11,11,11,62,0
CC,4158743054,Luis Hurtado,12061973,76,97,76,43,0
CC,4370428180,David Hernández,28061922,66,55,66,34,1
CE,4345634384,Ana López,03081957,47,74,47,41,1
CC,0948520567,Marcela Hernández,18011973,20,83,20,65,0
CE,8261197215,Manuela González,04011985,11,36,11,62,1
TI,6567363047,Miguel López,15121972,99,68,99,40,1
TI,9543267086,Luis López,03012008,81,95,81,67,1
CE,7148843540,David García,07021996,5,43,5,41,1
CE,5935384563,Laura Rodríguez,07091999,86,11,86,26,1
CE,0711122659,Juan Castaneda,15021937,15,53,15,45,0
CC,6446246639,Miguel Murillo,24071930,15,36,15,90,0
CC,4358321441,Juan Cartagena,14011980,81,92,81,32,1
CC,8124669944,Carlos Hurtado,08061956,54,94,54,77,1
CC,6630422660,Juan Perez,28031988,54,47,54,52,1
CC,7956385484,Sofía García,01091984,63,95,63,3,1
CC,0260100568,María García,02011979,52,86,52,74,1
CC,2483755501,María Perez,02101930,47,2,47,77,0
TI,1000844569,David Hernández,14011966,88,90,88,77,0
CE,9565476986,Laura González,01041931,41,87,41,16,1
CE,5394861837,Carlos Rodríguez,24031953,25,98,25,30,1
CC,1335220472,Ana Martínez,12091997,44,38,44,73,0
CC,0013552352,Luis Hernández,16041964,44,90,44,95,0
CE,6066305039,Daniela Martínez,01031941,95,98,95,38,1
CC,8171441550,Sofía Rodríguez,02092004,23,67,23,2,0
CC,3648848328,Miguel Martínez,03031986,97,38,97,51,1
CC,4750061104,David Cifuentes,03111969,20,97,20,98,0
CE,4344984542,Gabriela Hernández,25041924,25,91,25,42,0
TI,1132801719,Laura López,07071978,76,97,76,58,0
TI,2667988843,Daniela Rodríguez,10081938,81,98,81,88,0
CC,3881125438,Gabriela Hernández,16111986,73,87,73,68,1
CE,3182389085,Manuela Rodríguez,25111985,94,67,94,15,1
TI,6095372867,Carlos Perez,06121928,20,47,20,73,0
CC,1885625005,Daniela Cartagena,01062009,95,3,95,92,0
CC,5175452071,María Cifuentes,28051980,50,98,50,40,0
CE,2432287231,Miguel Cartagena,25121968,97,44,97,45,0
CE,6764232714,María López,15121992,25,99,25,59,0
CC,5525967370,Juan Castaneda,06071957,50,79,50,99,1
CE,7307146898,Sofía Castaneda,22121970,85,97,85,54,1
TI,4644974406,Miguel Rodríguez,01051945,88,100,88,3,0
CC,6033774152,Manuela Cifuentes,06091907,99,97,99,94,1
CC,8018517561,Juan Cifuentes,06022009,95,58,95,13,1
CC,2265023503,David Martínez,08121981,94,60,94,10,0
CE,6495358821,Ana Rodríguez,04121985,73,50,73,3,1
CE,5525857887,Luis Perez,25021980,19,79,19,65,1
CE,8984353220,Luis Cifuentes,07041964,66,1,66,58,0
TI,8147993049,Daniela Castaneda,18051942,5,94,5,94,1
TI,4097378998,Luis López,03101972,63,42,63,60,0
CE,5914051748,Marcela Hurtado,04041965,44,10,44,53,0
CE,9768997327,Miguel Hernández,22091989,15,45,15,68,0
TI,5939987256,Miguel Rodríguez,28121976,70,59,70,21,0
CE,2043216324,Marcela García,20031962,27,45,27,36,1
CC,7607980062,Juan Hernández,01121929,8,10,8,75,1
TI,4470237309,Melissa Cifuentes,12051911,27,38,27,59,1
CE,7615494742,Sofía Rodríguez,17121916,5,52,5,54,1
CC,8069829309,Juan Cifuentes,03071966,20,16,20,15,0
CC,1126874731,Gabriela Cartagena,19091927,17,16,17,38,1
CC,8072118250,Ana Murillo,23041998,18,79,18,58,0
CC,9221051576,Ana Castaneda,04052007,5,1,5,54,1
CC,6121252873,María Murillo,14021959,15,34,15,42,1
TI,5954243046,Laura Cartagena,27071982,66,52,66,3,1
TI,7212045337,Luis López,08041992,54,88,54,51,0
CE,2667012663,Miguel García,03122003,47,95,47,100,0
CE,0702439830,David García,12121937,86,36,86,62,0
CC,1052723264,Gabriela Hernández,17101961,15,75,15,45,1
CC,3013410684,David Hurtado,23071988,52,65,52,4,1
CC,6072166215,Laura González,08062002,99,92,99,45,0
CE,5064483356,Luis Martínez,25101964,19,87,19,24,0
CE,5155686346,Melissa Perez,15121924,85,81,85,31,1
CC,5522933229,David López,24041982,50,67,50,4,1
CE,2524706478,Miguel García,21031986,95,25,95,24,0
CE,6363855463,Daniela Murillo,25081947,85,74,85,62,0
TI,5161823819,Gabriela Cartagena,24061942,94,54,94,11,1
CE,2878925765,Sofía Hernández,15021947,73,40,73,98,0
CC,0979529672,Carlos Rodríguez,17081976,15,36,15,86,0
CE,9564506704,Sofía García,16122005,17,44,17,77,0
CE,6419881748,Luis Castaneda,28061947,19,11,19,99,1
CC,8219959135,Melissa García,07041991,88,99,88,54,0
CE,8938107157,David Rodríguez,02091953,73,10,73,20,1
TI,4731372467,Daniela Cartagena,04061969,23,38,23,97,1
CE,9097874707,Carlos Cifuentes,15081998,52,77,52,73,0
TI,2014095712,Gabriela Castaneda,07021955,5,73,5,58,0
CE,3007151772,Luis Castaneda,04041940,19,22,19,36,0
CE,1295131054,David Hurtado,16101948,91,13,91,38,0
CE,7636165069,Gabriela Rodríguez,27101926,8,78,8,32,1
CE,2182112821,Daniela Cifuentes,19081941,11,58,11,54,1
CC,1451951489,Gabriela Castaneda,04012002,25,31,25,43,0
CE,4148266726,Juan Castaneda,03071965,50,100,50,67,1
TI,2936541706,David López,03031965,97,100,97,91,1
TI,9173226969,Laura García,07101913,63,21,63,88,0
TI,9088333904,David Hurtado,16081994,8,4,8,21,1
CC,2396055587,Miguel Perez,25041951,23,81,23,93,0
TI,2422641026,Melissa Martínez,12101931,94,40,94,65,1
TI,4459837880,Ana López,16121993,97,52,97,20,0
TI,3023677995,Daniela Castaneda,02111933,95,91,95,74,1
CC,8976095045,Gabriela Cifuentes,05011976,27,16,27,94,1
TI,0650267396,Sofía González,08021920,81,50,81,11,0
CC,8335796901,Marcela García,22011929,54,59,54,92,1
CC,8973964878,Laura Murillo,09121963,70,36,70,100,1
CC,8582211847,Sofía Murillo,09021957,54,100,54,55,1
TI,6789843515,Manuela Martínez,11111986,5,42,5,53,0
TI,5484367919,Melissa Murillo,07041955,52,44,52,1,0
TI,5860987329,Carlos Hurtado,10101984,23,47,23,87,0
TI,2232911352,Marcela Castaneda,05101938,41,31,41,19,1
CC,5045710713,María González,15061970,19,30,19,86,1
CE,6275036835,Daniela Martínez,03031969,54,2,54,11,0
TI,9625423605,Gabriela Castaneda,02021996,81,73,81,31,0
CC,1832991123,David García,25091930,8,45,8,87,0
CC,9063969266,Sofía Castaneda,13031970,50,38,50,31,1
TI,6736670777,Gabriela García,21061961,99,100,99,15,1
CE,4931964818,Ana López,15102008,25,4,25,30,0
CE,8870210900,Juan Rodríguez,15091979,94,4,94,54,0
CE,8758395211,Miguel González,14031947,66,93,66,26,0
CC,6075580513,Laura Martínez,14051968,8,1,8,83,0
CE,5945177941,Miguel Castaneda,11011988,94,98,94,32,0
CE,8521032805,Gabriela López,04051976,19,40,19,6,1
CE,5611015496,Carlos López,09091973,25,53,25,26,0
CC,0151460518,Gabriela Hurtado,06051935,17,60,17,87,1
CC,5273459641,David Rodríguez,19081996,50,81,50,88,1
TI,9161971284,Luis García,21081997,44,35,44,93,1
CE,3823339180,Juan Murillo,18011989,18,83,18,86,1
CE,4731640032,Marcela Cartagena,28061949,41,38,41,16,0
CC,4529840927,Manuela López,04121986,54,22,54,90,1
CC,1500507925,Marcela Martínez,08061984,76,4,76,13,1
CC,5705903244,Laura Murillo,22011996,88,65,88,43,0
CE,4331128377,David López,22041953,25,60,25,91,0
TI,9956173348,Daniela Martínez,09021967,44,47,44,65,1
TI,1036001211,Sofía Martínez,24081937,8,11,8,51,0
CC,8708018961,Ana Hernández,19051975,17,78,17,40,1
CE,1166569639,Juan Cifuentes,03021975,27,74,27,29,1
CC,1028874086,Melissa Cifuentes,21111936,20,52,20,97,0
CE,1204749380,Sofía Cartagena,12071991,18,91,18,4,1
CE,0523578399,Melissa Cifuentes,05122001,27,24,27,13,0
CE,4035124355,Sofía Cartagena,17091949,95,73,95,1,0
TI,8581260730,Miguel Perez,14021947,54,42,54,31,1
TI,5153622552,María Cifuentes,25112008,11,21,11,25,1
CC,6846334129,Marcela González,10091974,15,60,15,92,0
CC,1445227081,Manuela Cartagena,24061991,85,53,85,15,1
CE,4145177252,Melissa López,21031995,44,4,44,26,0
CC,0716869654,Carlos Rodríguez,10062006,86,97,86,86,0
CE,7689394182,Manuela Martínez,23091938,47,78,47,77,1
CE,5724474448,Carlos González,18071967,18,11,18,62,1
CE,3852435190,Melissa Perez,13081931,52,86,52,10,1
CE,2968112615,Luis Hernández,17071937,27,42,27,6,1
CC,0369873211,María Cifuentes,11031945,66,60,66,31,0
CE,4714769364,Ana Martínez,06111987,85,47,85,99,0
CE,4813248370,Melissa Perez,05051925,81,10,81,22,1
CC,5234618331,Melissa Perez,25091984,81,24,81,4,0
CE,9916029432,Luis García,06011975,63,41,63,22,1
CC,7925799421,Gabriela González,13071929,97,90,97,16,0
CC,3311277393,Melissa Perez,16021948,66,90,66,11,0
TI,0449471988,Luis Martínez,14011993,11,43,11,52,1
CC,3015867354,Carlos Cartagena,23021991,27,13,27,13,1
CE,4468975255,Juan López,08071980,41,94,41,20,1
CC,7046059180,Ana García,05061928,94,94,94,19,1
TI,2579426515,Marcela Cartagena,25081975,50,4,50,95,0
CE,4575850122,Miguel Murillo,15081967,23,16,23,77,0
TI,6916116904,Miguel Murillo,16052003,50,1,50,25,0
CC,1734078594,Juan Rodríguez,18111977,88,68,88,34,0
CE,3564668725,Carlos Castaneda,17071956,13,50,13,88,0
TI,0788257062,Juan García,16011934,81,31,81,6,0
CE,8389374530,Marcela Perez,06041945,66,62,66,53,1
TI,9655712951,Sofía Rodríguez,06071930,25,2,25,40,0
CE,0477837997,Marcela Cifuentes,26122008,8,2,8,36,0
CC,9705156691,Ana Hurtado,24101965,50,20,50,67,0
TI,4732809800,Miguel Hurtado,11091931,11,98,11,35,1
CE,8558343094,Daniela García,06041902,27,2,27,42,0
CC,6028880056,Manuela Hurtado,16111986,70,21,70,93,1
TI,6177602448,Laura Rodríguez,16041971,25,59,25,88,1
CE,8101334959,Ana Hurtado,13031938,66,54,66,75,1
CE,2554059361,Ana Cifuentes,14081996,11,19,11,67,1
CC,4543339571,Marcela Cifuentes,06121962,73,1,73,62,1
TI,2808257959,Miguel Cifuentes,18061970,18,35,18,1,0
TI,0018083023,David Hernández,27091970,85,43,85,2,0
TI,2186914970,María García,16081994,18,4,18,30,1
CC,7603143104,Ana Murillo,22092003,47,52,47,50,1
CC,5923543654,Gabriela Castaneda,16111925,41,88,41,65,0
CE,6345268459,Juan González,06121936,47,100,47,44,1
CC,2565117808,Ana Murillo,18081945,54,95,54,22,1
CE,5257514117,Laura Cartagena,17111999,52,62,52,79,0
CC,3614366031,María Martínez,05071927,76,11,76,99,0
CC,4782584973,Laura Castaneda,11081970,23,2,23,95,1
TI,9597778245,Juan González,18081936,15,20,15,79,0
CE,9501858084,Miguel Hurtado,19071955,94,88,94,93,1
TI,2549310071,Miguel Cartagena,15011966,86,92,86,100,1
TI,7664333362,Laura Rodríguez,01011945,23,43,23,47,0
TI,9437738728,Sofía López,10041969,88,4,88,83,0
TI,4854584472,Juan Hurtado,08051936,13,20,13,98,0
TI,5237600715,Manuela Rodríguez,21021947,76,19,76,88,0
CE,3149564443,Juan Cartagena,15051996,47,79,47,38,1
CE,2665539214,Juan Cartagena,03051931,50,16,50,47,0
CC,0104645406,Luis Perez,15051994,97,32,97,65,1
TI,9129604487,Manuela Hurtado,03011927,99,24,99,51,1
TI,8150724725,Melissa Perez,15121970,95,75,95,79,0
TI,8536237630,Marcela Rodríguez,02031969,17,35,17,58,1
TI,3269064990,Sofía López,18121969,88,68,88,97,0
TI,6410664707,Sofía Hurtado,12111990,20,35,20,75,1
CE,4381183938,David González,14101911,86,32,86,11,0
TI,3690185248,Carlos Rodríguez,19111944,76,90,76,45,0
CC,8710825335,Sofía Murillo,25082009,27,77,27,22,1
TI,5058242737,Melissa Perez,02051972,95,88,95,78,0
CE,7262909504,Gabriela Perez,23111994,86,78,86,91,1
CC,2542767129,Laura Hernández,21041963,11,91,11,98,1
CC,7297875881,María Murillo,02071965,86,83,86,6,0
CC,4627569481,David Martínez,10051976,73,73,73,100,0
TI,5166758094,María Rodríguez,06032006,50,99,50,22,1
CC,5856539041,María Hernández,21021954,76,32,76,15,0
CE,3158367634,María González,05041926,99,30,99,74,1
CE,7402542168,Carlos Castaneda,22101934,8,34,8,55,0
TI,1456780694,Juan Hurtado,08041955,11,50,11,34,1
CC,3369037420,Manuela López,21101928,99,73,99,10,1
TI,9551747475,Ana Cifuentes,01041991,15,65,15,25,0
CE,0605450533,Marcela González,10052007,44,16,44,44,0
CE,7986527583,Juan Cifuentes,11041973,44,50,44,100,1
CE,3549576589,Daniela González,08072005,23,6,23,34,1
TI,0349497517,María Martínez,19012024,66,78,66,51,1
TI,4907929748,Luis Cartagena,05051980,18,16,18,98,0
CE,4509676776,María González,27091960,66,13,66,31,0
TI,7204932381,Juan Cartagena,27081944,47,31,47,90,0
CC,4663962680,Luis Perez,24011968,23,13,23,32,0
CE,8559696814,Manuela Cartagena,09072007,99,35,99,74,0
TI,2021008808,Manuela Perez,01071975,85,1,85,97,0
CC,4075297990,Daniela López,09011971,5,11,5,26,1
CE,8287276366,María Murillo,22101991,52,26,52,15,1
TI,4273560761,Daniela Martínez,06111942,52,16,52,15,1
CC,2297263241,Melissa Hurtado,05091933,47,58,47,24,0
CC,7339068995,Daniela Perez,28081969,97,95,97,98,1
CC,7665409288,David Murillo,04102007,76,40,76,74,1
CC,7717483865,Marcela Castaneda,06041957,52,58,52,86,1
TI,1059907861,Laura Hurtado,24091962,94,52,94,21,0
CE,0870214410,Miguel Castaneda,23111960,97,2,97,68,0
CC,3215582483,Ana Cifuentes,28071960,15,67,15,68,1
CC,3587258814,Luis Rodríguez,02021968,47,65,47,19,0
CE,3622902781,María Cartagena,24061928,8,91,8,59,1
CC,0299567896,Sofía Martínez,07061937,94,81,94,36,0
TI,2418715234,Ana García,25091947,44,19,44,62,1
TI,3042661994,Miguel Hurtado,18041991,11,77,11,26,0
CC,3700976151,Laura Murillo,02011985,68,19,68,54,0
CC,6526594295,Ana Hurtado,01102001,41,50,41,60,1
CE,7413672468,Sofía González,13121991,66,73,66,3,0
TI,6738543569,Laura Hernández,25081938,88,44,88,15,0
CE,2239049235,Ana Castaneda,23071960,88,90,88,94,1
CE,6171065932,David Hernández,28121962,86,43,86,30,0
CC,0099756184,Manuela Murillo,22102001,15,11,15,100,0
CC,6950779650,Gabriela Murillo,22081970,95,6,95,2,0
TI,7562083522,Carlos Murillo,18081991,99,67,99,21,1
CE,4761406137,Melissa Hernández,13121994,25,19,25,16,0
CE,7490638634,David Castaneda,03042009,23,24,23,42,1
CE,4915269331,María Castaneda,05011956,44,88,44,99,1
CC,5266286735,Marcela López,14061978,91,34,91,60,1
CC,2526889007,Manuela González,01071928,66,29,66,40,0
CE,5912537374,Juan García,18041951,17,41,17,86,0
CE,6053592322,Laura González,28081931,91,52,91,11,1
CE,1976482967,Daniela Castaneda,10061954,86,40,86,97,1
CE,8570081770,Manuela García,13011995,88,15,88,52,0
CC,1600718221,Manuela Hurtado,16051982,91,53,91,90,1
TI,2438478410,Laura López,02091993,18,50,18,43,1
CC,3246187382,Carlos Hurtado,22091949,41,65,41,77,0
CC,9207457543,Luis García,03121954,70,73,70,83,1
CC,0629436375,María Hurtado,14081945,47,54,47,62,1
TI,9309519992,María Cifuentes,24011952,94,1,94,35,0
CE,1308110418,Sofía García,14061991,73,13,73,42,0
TI,5482301619,Marcela Cartagena,13121950,85,75,85,68,1
CC,7945544130,Marcela Castaneda,18101993,66,81,66,62,0
CE,0207084881,Laura Cifuentes,10062007,47,87,47,54,1
CE,5607935546,Marcela Hurtado,15051947,47,36,47,58,1
CE,4539250888,Daniela Hurtado,25051962,15,60,15,60,0
CE,5369250008,Miguel Rodríguez,07031920,91,21,91,44,0
TI,5739926828,Juan González,17072000,99,45,99,52,0
CE,1449355998,Daniela Hurtado,28071936,88,74,88,21,1
TI,5085897300,Daniela Hernández,02101930,11,20,11,42,0
CC,8645695248,Sofía Martínez,17102000,27,47,27,11,0
CC,3372082556,Daniela Cifuentes,03081987,47,40,47,15,0
CE,5375015593,Luis Martínez,04031936,52,47,52,88,1
CE,8658105311,María López,20051921,18,3,18,24,1
TI,2360606535,Daniela Murillo,26062002,86,77,86,59,1
CE,8871523018,Sofía González,15101954,95,68,95,24,0
CC,3395910194,Laura Martínez,09081986,94,20,94,26,1
TI,2544929680,Juan Hernández,05052007,8,91,8,93,0
CE,9905256423,Gabriela Hurtado,27121957,68,26,68,15,1
CC,8804091891,Sofía Castaneda,11091932,11,68,11,6,0
CC,2259468839,Daniela Rodríguez,27031938,8,6,8,86,0
TI,9163914235,Gabriela Perez,11041971,17,73,17,32,0
TI,0550049055,Ana Martínez,05091978,63,44,63,10,0
CE,3140067215,David Rodríguez,01071950,5,3,5,35,0
CC,6200186140,Gabriela López,07091993,5,99,5,81,1
CC,3918025464,Gabriela López,16041959,63,26,63,99,1
CE,9540603979,Luis Perez,16041980,5,62,5,73,1
CE,9478325561,David Martínez,01111995,23,34,23,2,1
CC,5777150983,Marcela Perez,08121961,68,35,68,99,1
CC,7410972717,Miguel Perez,11071932,70,15,70,67,0
CE,0372288172,Melissa Martínez,02061967,66,75,66,77,0
CC,7645279860,David Rodríguez,16101980,47,40,47,94,1
CE,3840265656,Laura López,06051930,8,95,8,60,1
CE,3598983457,Gabriela González,24091960,86,83,86,31,1
CE,4504000119,Miguel Perez,21011947,95,15,95,50,0
CC,1584632840,Marcela Castaneda,15041937,19,31,19,97,1
TI,6244974833,Juan Murillo,19051915,5,53,5,73,0
CC,3778429052,Juan García,23091978,70,60,70,68,1
CC,9136241655,Laura Perez,09071931,17,78,17,78,1
TI,5083896300,David Cartagena,28071935,88,67,88,13,0
CE,9878947662,Miguel Castaneda,22041996,86,26,86,45,0
TI,5267235920,Ana Cifuentes,28051960,54,40,54,94,0
TI,3238394956,Gabriela Hernández,23011947,99,36,99,75,1
CC,5003245091,María García,19031995,27,21,27,29,0
CE,6058074414,Manuela Cartagena,22011929,85,54,85,93,0
CE,0088403663,María Perez,12031987,18,24,18,75,1
CE,0826066158,Daniela Martínez,23091965,15,42,15,75,0
TI,3196670768,Sofía Murillo,20041951,70,11,70,97,0
TI,7429094986,Miguel Perez,22021950,11,47,11,65,1
CE,3724376936,Sofía Hernández,24011946,52,98,52,20,1
CC,7382058103,David Cartagena,03061969,25,59,25,43,0
TI,9741388682,Carlos Hernández,27091986,95,77,95,43,0
CC,7859516703,Gabriela Hernández,01071946,85,32,85,81,0
CC,1809458781,Marcela Cifuentes,20121986,20,67,20,29,1
CC,0370655898,Miguel González,03111943,52,62,52,90,0
TI,2468476485,Carlos Cifuentes,14111953,85,6,85,41,1
CE,9692322668,María López,14051962,66,79,66,10,0
TI,8753087132,Melissa Murillo,28011940,50,30,50,97,1
CE,0828373707,Sofía Castaneda,06101939,20,30,20,58,1
CC,7680813466,Manuela García,04092008,17,34,17,44,1
CC,9498157175,Juan Cifuentes,10012009,5,2,5,38,0
CC,9679519494,Manuela Rodríguez,26101939,86,31,86,73,1
CE,1037380314,Manuela García,25111929,17,19,17,59,0
TI,3587150245,Laura Murillo,12041987,81,92,81,73,0
TI,0386127206,Daniela Cartagena,06081967,94,26,94,75,1
CC,9566317677,Ana Hernández,20031959,50,93,50,77,0
CE,7682328744,Miguel González,09091943,63,20,63,67,1
CE,4514423447,Juan Cartagena,06101971,25,22,25,1,1
TI,7390364689,Laura González,26032005,17,24,17,83,0
CC,5901284509,Manuela Cifuentes,18032000,44,95,44,1,0
CE,2718265712,Manuela Hernández,12111975,94,74,94,15,1
TI,8467490101,Manuela López,27011960,44,35,44,36,0
TI,2999928222,Miguel González,28021941,5,42,5,79,0
CE,2071190813,Manuela Cartagena,25121998,13,6,13,78,0
